,temp,APC（E2步骤）,source_RF（E2步骤）,LF_RF（E2步骤）,SF6（E2步骤）,C4F8（DEP步骤）,DEP time,etch time,,Zmin_1,Zmin_2,Zmin_3,Zmin_4,Zmin_5,Zmin_6,Zmin_7,Zmin_8,Zmin_9,Zmin_9_2,F_Flux_1,F_Flux_2,F_Flux_3,F_Flux_4,F_Flux_5,F_Flux_6,F_Flux_7,F_Flux_8,F_Flux_9,F_Flux_9_2,Ion_Flux_1,Ion_Flux_2,Ion_Flux_3,Ion_Flux_4,Ion_Flux_5,Ion_Flux_6,Ion_Flux_7,Ion_Flux_8,Ion_Flux_9,Ion_Flux_9_2,h0_1,h0_2,h0_3,h0_4,h0_5,h0_6,h0_7,h0_8,h0_9,h1_1,h1_2,h1_3,h1_4,h1_5,h1_6,h1_7,h1_8,h1_9,d0_1,d0_2,d0_3,d0_4,d0_5,d0_6,d0_7,d0_8,d0_9,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,w1,w2,w3,w4,w5,w6,w7,w8,w9
cas301,0,10,1400,40,250,300,2.4,2,case301,-0.165494583,-0.338060389,-0.492474918,-0.645849315,-0.792853531,-0.936512247,-1.075430134,-1.21111376,-1.339820934,-1.34292829,0.021221668,0.019595884,0.018140669,0.01724174,0.016108162,0.015266474,0.014611789,0.013680358,0.013099358,0.013214514,0.004330313,0.004281048,0.004348543,0.004315089,0.0043208,0.004311729,0.00426788,0.004127215,0.00411018,0.004106095,-0.143033064,0.140669846,0.15208321,0.142096511,0.135819146,0.130112469,0.202302098,0.149229825,0.147582122,-0.139609052,0.148373868,0.142952519,0.140384491,0.138540021,0.132483738,0.220127055,0.138083986,0.142373562,0.046213903,0.03328632,0.029533021,0.023716089,0.018484146,0.011497903,0.013902457,0.008630357,0.00049087,0.043985379,0.030907633,0.027086475,0.022010288,0.018188423,0.014998605,0.01116774,0.006461698,-7.02E-05,0.338937431,0.312932102,0.31187642,0.308194177,0.303133697,0.296594034,0.2991934,0.210757041,0.258053309
cas302,10,30,1200,115,100,100,0.4,1.2,case302,-0.185445218,-0.358423407,-0.532123725,-0.699279563,-0.860412147,-1.01899242,-1.177625486,-1.334406436,-1.485528831,-1.491099099,0.066685848,0.0607847,0.058284073,0.056639605,0.055218375,0.053684896,0.053409365,0.050393419,0.048590783,0.048586778,0.005517725,0.005518276,0.005459335,0.005428499,0.00534088,0.005377472,0.005223938,0.005020307,0.004988087,0.004950128,-0.157258413,0.158240672,0.160911079,0.164246018,0.159800223,0.152449693,0.141146387,0.146091189,0.250955425,-0.149801661,0.165573361,0.161537285,0.164076767,0.152169117,0.157941776,0.143808527,0.140099151,0.256091455,0.062055669,0.052358039,0.045225175,0.041632263,0.040242546,0.035457124,0.036093709,0.033643113,0.030224021,0.057762036,0.047611192,0.044772271,0.040572289,0.035165097,0.033676401,0.031489657,0.033129557,0.026819973,0.425132792,0.405284319,0.397166986,0.398526338,0.398407552,0.398080236,0.400302577,0.404982552,0.397473153
cas303,-5,100,2900,30,550,750,0.8,0.8,case303,-0.256205286,-0.492424981,-0.71562475,-0.926269105,-1.13691826,-1.336415488,-1.535540986,-1.724111886,-1.904792279,-1.917572779,0.190170994,0.169473633,0.158490165,0.152292969,0.146353027,0.134775762,0.134255245,0.13087633,0.124758265,0.120876194,0.005915499,0.00584288,0.005836313,0.005818466,0.005593534,0.00534709,0.005302701,0.005178432,0.004685603,0.00472673,-0.241188083,0.230264834,0.214542653,0.2194509,0.195739363,0.210576773,0.186608655,0.172358274,0.246843244,-0.242329421,0.209428789,0.233410133,0.211147428,0.197736732,0.198307361,0.195168717,0.163211226,0.266832973,0.133250018,0.106689398,0.092180261,0.084789266,0.078689125,0.081586447,0.069844935,0.063102373,0.054279111,0.13227928,0.104136999,0.064654018,0.080653478,0.069144317,0.072812542,0.065596971,0.060387095,0.053077211,0.524312692,0.469609791,0.456151254,0.444231753,0.431603472,0.440467607,0.425201685,0.41524326,0.417053117
cas304,-10,15,3400,95,650,900,1.6,4,case304,-0.364197151,-0.711949677,-1.025783441,-1.332472225,-1.613589266,-1.878799366,-2.123871267,-2.362109772,-2.581899965,-2.585732018,0.02503678,0.02110976,0.01870702,0.016766892,0.015437415,0.014393241,0.013570728,0.012957697,0.012689378,0.012736173,0.010701502,0.01078735,0.010558724,0.010176583,0.009554198,0.009057183,0.00827708,0.007666605,0.00713165,0.007170457,-0.307385658,0.299315742,0.280198327,0.265931623,0.286190374,0.373787999,0.231120876,0.180045945,0.361755474,-0.31138034,0.308731773,0.265931606,0.26079561,0.277059674,0.290130666,0.289383428,0.305878469,0.276440451,0.080119503,0.05643085,0.033055905,0.019243155,0.01328206,0.017035537,0.012680634,0.007398997,0.015675625,0.079493245,0.055131818,0.035072107,0.022143611,0.01226506,0.013832961,0.015364284,0.008582509,0.005626088,0.397673909,0.34962383,0.327293798,0.317953359,0.315359865,0.319976821,0.31769251,0.30807903,0.293905616
cas305,20,20,700,55,150,350,2.4,2,case305,-0.191895145,-0.376128361,-0.554753415,-0.729680502,-0.899199083,-1.062557177,-1.217809888,-1.370788289,-1.518163428,-1.521934538,0.041811711,0.038441795,0.035910002,0.034173072,0.032705217,0.031570378,0.02992389,0.029093398,0.028287267,0.027272467,0.002475812,0.002447316,0.002462232,0.002478027,0.002482555,0.002386749,0.002306539,0.002269154,0.002245016,0.002235645,-0.176702516,0.16891795,0.170629948,0.160307552,0.163832273,0.147517877,0.147803213,0.160072548,0.22615066,-0.171566499,0.176786776,0.166755795,0.161499262,0.158645885,0.156077913,0.148659187,0.143359286,0.238583934,0.077644188,0.063393774,0.053985826,0.044525077,0.043826571,0.032754262,0.033429116,0.034193376,0.029578636,0.074694406,0.061854355,0.053663659,0.047772558,0.042847244,0.039769406,0.038596998,0.03084912,0.02648136,0.409343817,0.382253351,0.376708013,0.366884063,0.37035103,0.35955948,0.363140642,0.362061289,0.356902042
cas306,0,80,2700,95,400,550,3.6,1.2,case306,-0.271213983,-0.526419718,-0.771574721,-1.008765078,-1.223156312,-1.434901497,-1.631320348,-1.819265421,-2.003347937,-2.012720543,0.147478544,0.128978031,0.118941286,0,0.106091544,0.099698145,0.093972335,0.091176244,0.087014269,0.083870625,0.005786677,0.005749591,0.005801894,0,0.005485767,0.005149743,0.004790079,0.004440143,0.003957542,0.003979612,-0.26772419,0.251094239,0.240536835,0.231120859,0.208294077,0.214571425,0.189696993,0.188583629,0.221098296,-0.262017501,0.101806704,0.252337124,0.346435547,0.238455977,0.205307824,0.204146998,0.184910928,0.21730194,0.149687717,0.113537244,0.098964033,0.081619558,0.074149744,0.062322592,0.067120626,0.061560883,0.050619795,0.147813094,0.117020816,0.013778274,0.011949397,0.058453442,0.066697021,0.056844754,0.055127326,0.053645329,0.498281084,0.431338333,0.415972067,0.390196186,0.364785088,0.349949325,0.343049658,0.336606856,0.328418827
cas307,-5,35,3200,90,200,900,0,0,case307,-0.072339004,-0.146076153,-0.219587073,-0.293435644,-0.368106113,-0.439810379,-0.51251253,-0.577588732,-0.648156206,-0.65446385,0.052637183,0,0.047712652,0.046542743,0.0450827,0.044581249,0.043892328,0.042764849,0.041757573,0,0,0,0,0,0,0,0,0,0,0,-0.054008742,0.065257649,0.076268196,0.060490889,0.067338905,0.083032301,0.089024305,0.054085131,0.104957731,-0.057147419,0.064200234,0.063058891,0.066768244,0.072474933,0.090165653,0.081890945,0.064172566,0.094584964,0.014263314,0.010269082,0.009465466,0.008205772,0.010482935,0.009770287,0.008211745,0.001946621,0.002406522,0.01556637,0.010817754,0.00925005,0.011133029,0.007872734,0.007974245,0.006138535,0.003802991,0.000705094,0.297248722,0.288505874,0.248676102,0.287937909,0.288117621,0.286517359,0.20446513,0.232850449,0.256650807
cas308,-10,85,1900,95,550,400,2,3.2,case308,-0.594016637,-1.128279699,-1.618851074,-2.081726662,-2.517463114,-2.929492891,-3.322767777,-3.704904701,-4.065870949,-4.07295663,0.106468513,0.09022712,0.082586154,0.076366186,0.071769968,0.069372967,0.066795933,0.063979109,0.063824931,0.062738113,0.004385236,0.004114409,0.003883999,0.003692889,0.00328309,0.002955954,0.002748948,0.002493877,0.002288085,0.002285202,-0.565327917,0.512460504,0.481148158,0.458889297,0.419919865,0.399985007,0.392405851,0.364586183,0.478233848,-0.571034585,0.454071803,0.549163793,0.439129642,0.421438779,0.404889515,0.38449754,0.35089469,0.497836283,0.311859849,0.264645687,0.230491424,0.190196671,0.175605216,0.159788051,0.148422034,0.138944864,0.125378927,0.316917527,0.271726018,0.185536584,0.168695821,0.169888807,0.153242901,0.147789723,0.134809923,0.110579446,0.924548089,0.832142418,0.785875646,0.755856572,0.741052769,0.736619762,0.745979957,0.750537136,0.749902116
cas309,5,90,1500,140,650,150,1.2,2.4,case309,-0.502009373,-0.946842789,-1.381151659,-1.797278001,-2.194836749,-2.574038889,-2.940157235,-3.290122679,-3.632979717,-3.64161144,0.119466546,0.10324479,0.096011458,0,0.08967944,0.087086218,0.082686705,0.081100701,0.078471175,0.076958086,0.003523868,0.003459008,0.003389494,0,0.002946144,0.002828922,0.002622312,0.002543607,0.002331065,0.002349351,-0.454673252,0.434740982,0.424916361,0.387268986,0.379572204,0.366221598,0.31482155,0.365689448,0.513707059,-0.454332846,0.431710873,0.407246079,0.397111518,0.399753434,0.358214549,0.352890355,0.331649508,0.508702278,0.261371771,0.238254933,0.190808435,0.20286144,0.146244252,0.125115359,0.127160978,0.094286363,0.108869935,0.241242709,0.207925374,0.190561311,0.144306537,0.131010107,0.133623326,0.121091918,0.121387305,0.100361379,0.854733405,0.628107168,0.764319463,0.778791997,0.750940361,0.750861661,0.767624237,0.785425436,0.774308133
cas310,-5,25,2900,110,500,800,0.8,3.6,case310,-0.383037776,-0.739313387,-1.074067669,-1.397933568,-1.702254091,-1.994497811,-2.265743793,-2.522554704,-2.767478713,-2.771911255,0.042440479,0.035257584,0.033169448,0.031058759,0.029234409,0.027596893,0.027052069,0.025903171,0.024928062,0.025246603,0.010506956,0.010373476,0.010109245,0.009617734,0.009092483,0.008469984,0.007753448,0.00731798,0.006914915,0.006914429,-0.331353745,0.320430479,0.312726464,0.29960107,0.287046381,0.261651584,0.264219642,0.319574492,0.375307398,-0.339057773,0.321286478,0.3121558,0.292182394,0.278771673,0.279342328,0.26051024,0.273350341,0.415254227,0.126885914,0.103864506,0.074990465,0.063531767,0.049443749,0.044766866,0.031809954,0.035793295,0.023348206,0.128649102,0.103993481,0.081634565,0.06792499,0.052869148,0.042447779,0.03633256,0.037086327,0.017297767,0.529998026,0.482320996,0.460496633,0.458324159,0.448921906,0.451828587,0.446845863,0.467777531,0.458885988
cas311,15,10,3200,40,300,200,3.6,2.4,case311,-0.248544002,-0.478282386,-0.698706039,-0.911265852,-1.112539266,-1.309011979,-1.492295069,-1.672577791,-1.849519449,-1.853661043,0.019472567,0,0.015397225,0,0.013122079,0.012198495,0.011831292,0.011009964,0.01083609,0.010804649,0.010785812,0,0.010730814,0,0.010445871,0.010253296,0.009974572,0.009616131,0.009026038,0.009138889,-0.198673263,0.204014074,0.209150076,0.184040649,0.218566137,0.211718099,0.172912615,0.20772343,0.246862701,-0.197817262,0.202872732,0.202302064,0.192886012,0.208008758,0.220278118,0.217424767,0.15750461,0.254566721,0.046863405,0.034453712,0.024558945,0.015239543,0.012905112,0.009765565,0.008191495,0.008761486,0.005224418,0.046545812,0.037803114,0.023060254,0.013873479,0.009396076,0.012119926,0.004434188,0.007269825,0.003335248,0.350294258,0.329141866,0.315841402,0.306160883,0.301576726,0.261624922,0.177790162,0.288456976,0.274131963
cas312,-5,55,2800,90,300,350,0.8,3.2,case312,-0.475393234,-0.906296764,-1.314082523,-1.704599482,-2.078661936,-2.429637629,-2.76666393,-3.09451735,-3.406442421,-3.412185975,0.084267488,0.072418113,0.06782885,0.065136023,0.062611033,0.059266497,0.057327614,0.055892489,0.05433589,0.05394963,0.011089095,0.010706655,0.010038421,0.009270849,0.008397325,0.007601973,0.006943644,0.006580653,0.006063565,0.006024655,-0.440292435,0.410454605,0.406231352,0.370133979,0.366313985,0.338691916,0.345956428,0.319010087,0.415101188,-0.444631487,0.401465429,0.409009176,0.377572077,0.356468201,0.350262846,0.326550245,0.308643988,0.437582527,0.241209029,0.204880037,0.184520234,0.164632277,0.143864439,0.132320106,0.119504605,0.119304967,0.11072431,0.246402096,0.209438605,0.179381986,0.16354438,0.149834723,0.140222922,0.125558872,0.112750405,0.095582251,0.797053679,0.723761197,0.715496321,0.690820945,0.693022414,0.687191982,0.679177814,0.679441081,0.674149857
cas313,-5,10,600,40,600,450,2.8,3.6,case313,-0.167276496,-0.335054522,-0.497318465,-0.651869822,-0.800185203,-0.947731528,-1.091187782,-1.226600289,-1.359834291,-1.361862931,0.017470068,0.016319826,0.014989925,0.014296697,0.013410178,0.012554504,0.011786379,0.011365797,0.010688248,0.01050297,0.00142468,0.001451522,0.001431413,0.001459104,0.001422387,0.001409243,0.001417366,0.001390968,0.001384191,0.001392896,-0.150166422,0.149515212,0.153382237,0.14079747,0.132395148,0.133536475,0.143808544,0.198780136,0.159481286,-0.146457076,0.148373872,0.156363223,0.135248495,0.141240478,0.127544471,0.136960523,0.228470181,0.141204612,0.057329418,0.043912759,0.032936572,0.026757428,0.021535045,0.019905621,0.018423635,0.010597501,0.003178479,0.05445204,0.043659668,0.035362162,0.025174296,0.020833016,0.01876708,0.013607059,0.012189689,-0.000501484,0.336836763,0.312627733,0.303372538,0.295829155,0.291993831,0.293699739,0.290947543,0.247745635,0.261719667
cas314,-10,55,600,45,450,750,1.2,4,case314,-0.462905722,-0.883277416,-1.273370743,-1.64675954,-2.000959175,-2.337908991,-2.662679181,-2.972476193,-3.273708565,-3.278251384,0.070092427,0.059991308,0.054305813,0.050822057,0.048509759,0.046542755,0.045125635,0.043878837,0.042779055,0.042545932,0.001683716,0.001639012,0.001692077,0.001624568,0.00151388,0.001430629,0.001268441,0.00121456,0.001185605,0.001146046,-0.447199494,0.400894765,0.385860358,0.357435652,0.348963925,0.328002776,0.315683297,0.299058676,0.395152441,-0.43778345,0.37720478,0.417796927,0.35891131,0.345685516,0.32853869,0.317825351,0.292790209,0.401715151,0.249769305,0.21056528,0.172040244,0.150248794,0.127233336,0.123168012,0.118664067,0.111368289,0.086353953,0.247855396,0.211295525,0.156068398,0.150837376,0.138372131,0.13414473,0.107173936,0.107563097,0.08990914,0.774721246,0.698957349,0.66480564,0.631240146,0.61662159,0.620281464,0.609980159,0.618444854,0.606998806
cas315,-5,35,2100,85,750,600,1.6,1.2,case315,-0.182427748,-0.360532034,-0.531570002,-0.691106319,-0.853994982,-1.011001642,-1.159548133,-1.306001688,-1.449233898,-1.455690954,0.072067425,0.065504193,0.060983729,0.0590108,0.054722113,0.052254933,0.050487462,0.048315108,0.046047481,0.044744066,0.00490488,0.004905107,0.004840998,0.00492124,0.004859267,0.00484498,0.004751488,0.004612605,0.004427855,0.00442196,-0.17299317,0.163211261,0.160643233,0.150941891,0.152653881,0.149843676,0.143480071,0.133536458,0.228387313,-0.171566501,0.136728006,0.185414487,0.154936561,0.154080553,0.146091189,0.138101825,0.145235198,0.223536635,0.076281413,0.055622263,0.047143815,0.040221755,0.033382723,0.029012526,0.028752472,0.025827145,0.020753695,0.074455104,0.054662802,0.035339242,0.042637664,0.036964872,0.036431044,0.028218185,0.025331193,0.021297739,0.384573806,0.344122354,0.338223487,0.330668947,0.323713405,0.322997686,0.317203667,0.313448894,0.307782727
cas316,-5,85,1600,100,800,100,1.2,1.2,case316,-0.305327824,-0.585876262,-0.86277792,-1.125394114,-1.378068593,-1.623535326,-1.867461247,-2.099275419,-2.327424348,-2.338136034,0.141232224,0.125629378,0.118700578,0,0.110952129,0.10689892,0.10344697,0.099185035,0.098091173,0.096258626,0.00364945,0.003601103,0.003632639,0,0.003405587,0.003312099,0.003265912,0.003106345,0.003007266,0.002988871,-0.277993168,0.268502687,0.261080921,0.246242404,0.231886523,0.256956594,0.225349937,0.233118211,0.33700559,-0.273145535,0.275062318,0.262213358,0.245136363,0.24735965,0.242491416,0.222187826,0.226971252,0.343568317,0.135933755,0.121242651,0.109370958,0.095522139,0.075538542,0.067452374,0.067845139,0.067904931,0.059412514,0.133940389,0.117613839,0.106896389,0.091861356,0.074226622,0.072916636,0.072374242,0.062374555,0.049435214,0.580404847,0.549387192,0.542347685,0.537909745,0.533388264,0.542213487,0.545269769,0.554048161,0.538142056
cas317,5,20,3200,125,100,400,3.6,2,case317,-0.219899001,-0.439662263,-0.640829293,-0.836326499,-1.026206813,-1.204825053,-1.375316548,-1.536573389,-1.685577024,-1.690087563,0.042514751,0.038131597,0.035044611,0.032403103,0.030608748,0.028690617,0.027153147,0.026332256,0.025936208,0.025705314,0.018068816,0.018089699,0.017965109,0.01761868,0.017151537,0.016317381,0.01554487,0.014479089,0.01359915,0.013506676,-0.206091957,0.197451379,0.206011397,0.182043314,0.175480655,0.168000783,0.176683102,0.169488617,0.208836358,-0.201241272,0.186894012,0.209150072,0.195454027,0.174053976,0.177477981,0.168840102,0.161577088,0.215399033,0.07915242,0.054493886,0.049204383,0.044806214,0.041472896,0.035311896,0.030143473,0.032887192,0.030091339,0.076305188,0.057838836,0.042891611,0.04336763,0.037808311,0.038458541,0.034340284,0.035194643,0.030821838,0.371492971,0.328368086,0.317527826,0.304492035,0.292500366,0.283479585,0.270078346,0.266632253,0.248837309
cas318,10,45,1900,140,650,700,2.8,2.8,case318,-0.355597981,-0.692738305,-1.004012359,-1.301767337,-1.588837955,-1.857122073,-2.11187522,-2.352595935,-2.579371893,-2.584810174,0.073136193,0.060214513,0.055448558,0.050931464,0.048029503,0.045341243,0.043177346,0.042408502,0.040815006,0.040026,0.004368396,0.004379503,0.004369576,0.004130078,0.003879934,0.003705079,0.003401574,0.003128738,0.002772754,0.002906722,-0.341911116,0.318433127,0.304166445,0.287617011,0.270782317,0.261080963,0.246243494,0.228838205,0.325737495,-0.341625784,0.099867033,0.489063088,0.316721099,0.268784983,0.267358286,0.245387605,0.229694094,0.326308201,0.168323664,0.131348809,0.104939705,0.08645276,0.069453225,0.0618369,0.058076101,0.053447107,0.043513843,0.169191364,0.127626346,-0.000826961,0.071079826,0.067809983,0.055250592,0.053080067,0.048364133,0.042864555,0.551841375,0.473301502,0.451625108,0.421885998,0.402082636,0.392571638,0.395582967,0.394066709,0.387739813
cas319,0,60,3300,85,350,300,1.2,4,case319,-0.577904141,-1.096114125,-1.572096982,-2.02872204,-2.459207561,-2.863815998,-3.24508765,-3.609150095,-3.957470341,-3.963003584,0.082528187,0.069662998,0.066666222,0.061194072,0.05959159,0.056169817,0.054444557,0.052426839,0.051622603,0.050674293,0.014268418,0.01345461,0.012133238,0.010720957,0.009796367,0.008667496,0.007948874,0.007321516,0.006623952,0.006549124,-0.543642512,0.503329796,0.479113511,0.434679457,0.405712281,0.403914281,0.388257401,0.353937966,0.450416378,-0.54621051,0.500761815,0.469089678,0.450384208,0.424662811,0.388281822,0.392181056,0.337160451,0.454271231,0.308339702,0.271144092,0.24184535,0.223638609,0.189768806,0.16578592,0.161813422,0.154826343,0.131587576,0.310581378,0.266725009,0.260664047,0.205341028,0.19380636,0.174250344,0.16211254,0.163458702,0.13017185,0.926768107,0.845716127,0.83742867,0.789366559,0.778091744,0.766407675,0.769319914,0.592119981,0.740939228
cas320,-20,75,1800,90,800,350,3.6,4,case320,-0.645622428,-1.218939062,-1.750585207,-2.249519901,-2.712854138,-3.156062629,-3.572736103,-3.981713244,-4.36803467,-4.374150293,0.087110527,0.073246892,0.067560268,0.062361173,0.058658715,0.057589149,0.055262262,0.054585456,0.052764244,0.052840397,0.004024755,0.003900827,0.003692589,0.003396325,0.002996472,0.002742279,0.002495581,0.002272918,0.002118099,0.00219581,-0.610981422,0.542371213,0.511083228,0.485068423,0.466513463,0.404327018,0.415546519,0.390237672,0.548021334,-0.606986736,0.548072432,0.513371365,0.487065758,0.449401617,0.426968609,0.417621102,0.372187001,0.552475674,0.326398936,0.271115633,0.230687214,0.186489594,0.170299617,0.156389981,0.141839908,0.129112752,0.106495749,0.324241966,0.279907419,0.219598298,0.195969659,0.174563288,0.15676868,0.147778639,0.144173006,0.120769921,0.95871348,0.85909563,0.811398753,0.786034913,0.78112695,0.782551319,0.809226479,0.819052775,0.805560347
cas321,-5,85,2300,135,300,150,0.8,4,case321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cas322,20,85,3100,145,200,300,2.4,2.4,case322,-0.504286215,-0.951707721,-1.383358691,-1.782828203,-2.164069176,-2.533401694,-2.878004222,-3.204616768,-3.526040034,-3.533706989,0.125979503,0.107441176,0.100874596,0,0.089090646,0.085742001,0.082057484,0.080224143,0.07713304,0.075788307,0.010339917,0.010099033,0.00929914,0,0.007627194,0.007160102,0.006413528,0.005823974,0.005306252,0.005270339,-0.479187514,0.437122038,0.421703807,0.386913402,0.371505346,0.349990027,0.33531189,0.330785649,0.421187316,-0.481439612,0.438844251,0.418870841,0.390908071,0.367744633,0.355412279,0.338857549,0.30673446,0.434895294,0.27456628,0.234014418,0.196860401,0.172646026,0.154176187,0.145054817,0.122782075,0.114380909,0.101445551,0.274944346,0.239535683,0.200915746,0.175033698,0.148744431,0.139088229,0.135971745,0.127180994,0.104085415,0.84156444,0.765603915,0.730053178,0.702868222,0.689780086,0.690496201,0.689230863,0.694371362,0.689444755
